best_objective,optimized_distance,baseline_distance,optimized_energy_proxy,baseline_energy_proxy,optimized_collision_penalty,baseline_collision_penalty
163.64164010067935,23.74865731306974,12.041594578792296,38.2694368268352,12.647226103267238,2.3462441966496224e-05,77.59461051402583
